,historical_sold,image,itemid,liked_count,name,price,price_max,price_min,shop_location,shopid,sold,stock,view_count
0,1057,https://cf.shopee.vn/file/e2c03c584afbb5cf8025a58854f9ecf1,6011072518,258,"[HÀNG SẴN - CHIẾT KHẤU CAO] SET QUÀ, HỘP MỨT TẾT CAO CẤP NHÂM DẦN 2022 - HỘP QUÀ TẾT XUÂN AN - THƯƠNG HIỆU NHÀ MỨT",359000,359000,359000,TP. Hồ Chí Minh,68846805,34,923,7423
1,424,https://cf.shopee.vn/file/a18b29885a30894ec58268c787f7e14b,7967789596,6111,"Set Quà Tết Xuân 2022 (Set Nặng Tay, Bao Hàng Chất Lượng) [FREE SHIP] TỪ ĐƠN 50K, [Loại Đặc Biệt] Hàng ngon nhà làm",110000,395000,110000,TP. Hồ Chí Minh,43978717,45,40948,9561
2,0,https://cf.shopee.vn/file/73ff24886f98efb4d98a6caf452c7702,10580152963,2,Giỏ quà tết 2022 xin xò,330000,330000,330000,Thái Nguyên,36378579,0,200,281
3,0,https://cf.shopee.vn/file/68471e76a7861874a59439ad65541c8c,11580417134,1,Giỏ quà Tết An Nhiên -Đoàn viên 🧧🐯🎁,175000,175000,175000,TP. Hồ Chí Minh,24107878,0,1,170
4,0,https://cf.shopee.vn/file/3a96f58df12c0e2ca1afd6e3d0939f41,13966378890,0,Giỏ Quà Tết -Shops cam kết Date mới 100%,690000,690000,690000,TP. Hồ Chí Minh,38926151,0,10,10
5,1662,https://cf.shopee.vn/file/dcae8451e6529ecb344ceb792981e746,10077603451,77,"Hộp Quà Tết [ Nhân Mứt Thượng Hạng ] - Hộp Mứt Tết Mix Set 8 Hũ Sang Trọng - Quà Tặng Doanh Nghiệp , Người Thân Tết",185000,245000,185000,Hà Nội,311815301,1678,3502,7292
6,0,https://cf.shopee.vn/file/75d7e8777b33238ceff607634b82d107,15030570565,0,Giỏ quà Tết -Shops cam kết Date mới 100%,655000,655000,655000,TP. Hồ Chí Minh,38926151,0,10,23
7,0,https://cf.shopee.vn/file/b88a1473cf770ce7d8b31ea309eeaadf,10280954487,0,[Quà Tết 6 loại hạt] Giỏ hạt quà Tết,550000,550000,550000,Khánh Hòa,345757054,0,100,7
8,0,https://cf.shopee.vn/file/14fb9d9757b834a3ff6d53e958ff944c,13066344579,0,Giỏ quà Tết - shops cam kết Date mới 100%,279000,279000,279000,TP. Hồ Chí Minh,38926151,0,10,17
9,1,https://cf.shopee.vn/file/3d9d56d6066cdff1825f83ae98bb10af,13858097026,1,Hộp quà Tết L'angfarm 2021 Phúc Lộc Thọ Langfarm - Nhất Tín Food,488000,488000,488000,TP. Hồ Chí Minh,276328968,1,996,502
10,0,https://cf.shopee.vn/file/f095995ae3029f9e974f771aeb24b56d,14229588350,2,[GIÁ RẺ] Giỏ Quà Tết dạng khay màu vàng,290000,290000,290000,Hà Nội,632203678,0,10,150
11,0,https://cf.shopee.vn/file/4059df909b68bdc76b8a468f428bf317,13566069630,2,[SANG TRỌNG] Giỏ Quà Tết truyền thống màu đỏ Phúc Lộc,580000,580000,580000,Hà Nội,632203678,0,10,121
12,0,https://cf.shopee.vn/file/39c4b916037ae9804c8737f0fdb52955,10780617422,0,Giỏ quà tết bánh kẹo nhập khẩu,780000,780000,780000,Vĩnh Phúc,167039695,0,280,182
13,10,https://cf.shopee.vn/file/15c5c8c711396be4849ff8a24106cb42,8597371685,13,"[SỈ TỪ 5] HỘP QUÀ, HỘP MỨT TẾT, SET QUÀ XUÂN NHÂM DẦN 2022 SANG TRỌNG - TRAO GỬI YÊU THƯƠNG ĐẾN BẠN BÈ, GIA ĐÌNH ĐỐI TÁC",349000,349000,349000,TP. Hồ Chí Minh,211893658,10,981,1019
14,0,https://cf.shopee.vn/file/2f67d35f93baca6e6e7122e0ed705008,15730198670,0,Giỏ quà Tết 🧧 599k,599000,599000,599000,TP. Hồ Chí Minh,301107656,0,1000,32
15,0,https://cf.shopee.vn/file/c0252fd248ee2988cfecdeb6082c37ae,14930003203,0,[GIÁ RẺ] Giỏ Quà Tết sang - xinh xắn màu đỏ,450000,450000,450000,Hà Nội,632203678,0,10,22
16,0,https://cf.shopee.vn/file/d9c83f9b70efd0be1e7b8d2b10b4aca7,15827778699,3,Giỏ Quà Tết,350000,350000,350000,Hà Nội,63806808,0,10,450
17,82,https://cf.shopee.vn/file/6639c5dc779677ff19b295bed8f59c82,9211837113,50,Set quà biếu sang trọng vì sức khỏe,175750,759050,175750,TP. Hồ Chí Minh,291711294,4,1805,4652
18,0,https://cf.shopee.vn/file/e26c98a4ab75c710c2ebf11aa72523e8,14830600644,0,Giỏ Quà Tết 🧧 550k,550000,550000,550000,TP. Hồ Chí Minh,301107656,0,1000,7
19,0,https://cf.shopee.vn/file/c152973b4b741f0a9f5490b10764d264,15630201741,0,Giỏ Quà Tết 🧧 Sum Vầy 599k,599000,599000,599000,TP. Hồ Chí Minh,301107656,0,1000,20
20,0,https://cf.shopee.vn/file/9e9f4751ccd1d8af6daba7087f770b93,14030207197,1,Giỏ Quà Tết 🧧 900k,900000,900000,900000,TP. Hồ Chí Minh,301107656,0,1000,64
21,28,https://cf.shopee.vn/file/c59209c55a1815ab0e37f05b388c3319,1661058477,159,[Mã INCU50 giảm 50K đơn 150K] TRÀ VIỆT Hộp Quà Tết Tri Kỷ Giấy Gân Nổi Mỹ Thuật Cao Cấp,307000,853000,307000,TP. Hồ Chí Minh,81058642,17,281,800
22,0,https://cf.shopee.vn/file/7c6ee9287181e40d3ff408091386e42d,14730604366,0,Giỏ Quà Tết 🧧 1550k,1550000,1550000,1550000,TP. Hồ Chí Minh,301107656,0,1000,12
23,0,https://cf.shopee.vn/file/64378f21fbcf72d9bb911ca0b28b3a17,10880395655,0,Giỏ quà tết,300000,300000,300000,Đồng Tháp,12213579,0,1500,63
24,0,https://cf.shopee.vn/file/d38e87f8339cc191200931af852c5820,11880829824,2,[GIÁ RẺ] Giỏ Quà Tết không r.ư.ợ.u màu vàng healthy,390000,390000,390000,Hà Nội,632203678,0,17,89
25,22,https://cf.shopee.vn/file/f8be6cc96970f70c6b53c5012c1e2a97,13161781350,1,"Set, Hộp  quà Tết sum vầy XUÂN 2022 (Set Nặng Tay, Bao Hàng Chất Lượng-  8 loại mứt ngon đặc biệt ( có ship hỏa tốc )",195000,195000,195000,TP. Hồ Chí Minh,432214226,21,994,540
26,0,https://cf.shopee.vn/file/424f215060e7226d6228b21086b23e00,12966180079,0,Giỏ Quà Tết 🧧 650K,650000,650000,650000,TP. Hồ Chí Minh,301107656,0,1000,46
27,0,https://cf.shopee.vn/file/7c8c4b72c31c200cbbc21d4687b1364f,10980309083,0,3F Giỏ quà Tết Thượng Hạng 01 (TP.HCM nhận hàng 1-2 ngày sau khi đặt),199000,199000,199000,TP. Hồ Chí Minh,494175951,0,200,50
28,0,https://cf.shopee.vn/file/c152c2f0a0391ef5b9556f8d5a6ecf8a,13166084004,2,[GIÁ RẺ] Giỏ Quà Tết truyền thống đẹp - sang trọng,499000,499000,499000,Hà Nội,632203678,0,10,90
29,112,https://cf.shopee.vn/file/2f621950d8a65eadacdbd0286f647a9a,14315292036,69,"Hộp quà gia vị đặc sản DH Foods gồm 16 gia vị truyền thống cho mọi căn bếp, thích hợp làm quà biếu, quà Tết",300000,300000,300000,TP. Hồ Chí Minh,602749430,138,2128,9135
30,22,https://cf.shopee.vn/file/0aa39abad90a4ccb9998d58d42af976a,6110868408,9,20 túi màng co gói giỏ quà tết các loại,60000,110000,60000,Hà Nội,207941778,13,229965,1944
31,0,https://cf.shopee.vn/file/db60b7d4dc45007fd020ab3701e38e51,2997837077,0,Giỏ Quà Tết 🧧 480k,480000,480000,480000,TP. Hồ Chí Minh,301107656,0,1000,9
32,0,https://cf.shopee.vn/file/d7f23f7fa128431066f584d5ef66dc14,12766080044,2,[GIÁ RẺ] Giỏ Quà Tết truyền thống bánh trà r.ư.ơ.u,360000,360000,360000,Hà Nội,632203678,0,20,104
33,45,https://cf.shopee.vn/file/3f3adddc901caeb8756a333c6597abc3,7309923518,122,"Giỏ quà Tết ""Cội Nguồn"" 2022 hạt dinh dưỡng cao cấp, sang trọng Xanh Lá",756500,756500,756500,Hà Nội,22333619,12,547,2893
34,433,https://cf.shopee.vn/file/f7418262adde5956b68581deaf89b155,3344086841,42,giỏ quà tết siêu đẹp 2022 mẫu 007,55000,55000,55000,Đà Nẵng,110861593,11,1489,3121
35,0,https://cf.shopee.vn/file/29992b18d3079ca53075e6625b1bae4f,10380938599,0,HOT - giỏ quà Tết khô 1 nắng Cần Giờ,220000,220000,220000,TP. Hồ Chí Minh,157750452,0,1015,2
36,0,https://cf.shopee.vn/file/6332783544f968fc9a926a2e186040e4,15929517417,2,"Giỏ quà Tết đi biếu người thân, đối tác, bạn bè... hoặc liên hệ trực tiếp qua zalo 0789.376.920",780000,780000,780000,Hà Nội,490033165,0,500,138
37,23,https://cf.shopee.vn/file/75c1976d2f98dbbd5cdd7a344cc64d36,8211535046,78,(Video Review) SET QUÀ TẾT 2022 - Hộp Quà Tết 2022 Cao Cấp DK Harvest ( Tặng kèm túi giấy sang trọng) - Giỏ Quà Tết Đẹp,450000,795000,450000,TP. Hồ Chí Minh,273650958,33,738,9190
38,0,https://cf.shopee.vn/file/a45a3a3a311c8c1c4c63bc920a1b7dbf,14230007350,1,[SANG TRỌNG] Giỏ Quà Tết màu tím mới lạ HOT,630000,630000,630000,Hà Nội,632203678,0,20,64
39,0,https://cf.shopee.vn/file/83470c3a29c1c270a735b0e3d67ed895,12265853233,0,2 Khay Bọc giỏ quà🎊 TẾT 2022 - Mẫu mới nhất siêu HOT 🆎️Bao Bì Khả Anh🆎️,156000,300000,156000,TP. Hồ Chí Minh,16688293,0,888,204
40,0,https://cf.shopee.vn/file/818ad04008232aa4b05438eb43c45a3f,11980310598,0,3F Giỏ quà Tết Thượng Hạng 02 (TP.HCM nhận hàng 1-2 ngày sau khi đặt),259000,259000,259000,TP. Hồ Chí Minh,494175951,0,300,51
41,17,https://cf.shopee.vn/file/fba636cd4071c079044bbcf2e0c857ce,10876761721,190,"[ Quà Tết ] Hộp Nho Xanh Khô Hàn Quốc phù hợp tặng,biếu,trưng bày ngày Tết | Yotafood",99000,99000,99000,TP. Hồ Chí Minh,63963995,21,837,1906
42,0,https://cf.shopee.vn/file/af2c41199f65aadd03aedb5ebd3426e5,12865284773,0,giỏ quà Tết giá rẻ 2022,220000,220000,220000,Tây Ninh,36435647,0,10,93
43,34,https://cf.shopee.vn/file/ea5b55aa23632fe768bd284709fc2689,1754402429,12,"MÀNG CO GÓI GIỎ QUÀ TẾT ( Cao 60,70, 80 cm )",300000,500000,300000,Hà Nội,81354638,17,3999952,1187
44,0,https://cf.shopee.vn/file/de7117e4075bfd73914aad5d502c53c5,15930002982,2,[GIÁ RẺ] Giỏ Quà Tết màu vàng có R - uống vừa k ngủ đất!,390000,390000,390000,Hà Nội,632203678,0,10,105
45,7,https://cf.shopee.vn/file/86e20f57640e009cdbaba01c4ae69784,1661057691,79,TRÀ VIỆT Hộp Quà Tết Cát Tường Lục Ẩm Thủy Tinh Cao Cấp,831000,1812000,831000,TP. Hồ Chí Minh,81058642,0,264,165
46,0,https://cf.shopee.vn/file/9a7d0dab985a336fcc644f49bf12e55e,14029950687,0,Giỏ Quà Tết     N,299000,890000,299000,TP. Hồ Chí Minh,62682057,0,297,21
47,0,https://cf.shopee.vn/file/68f5c4ff0157c925524d15893e88a210,14728645438,1,LẴNG GIỎ QUÀ TẾT MÈ.O THẦ.N TÀI 2022,1060000,1060000,1060000,Hà Nội,48004471,0,12,150
48,0,https://cf.shopee.vn/file/5afc848406bf2d6d7078a301bb94ea4e,11880831289,2,[SANG TRỌNG] Giỏ Quà Tết màu xanh lá cây form dáng mới lạ,630000,630000,630000,Hà Nội,632203678,0,10,70
49,0,https://cf.shopee.vn/file/dd055c3972409f4a48f42dda1eff9cd6,15014785472,4,Hộp quà Tết Nguyên Vị Cà Phê - cà phê hoà tan GUNAM bạc sỉu + cà phê hoà tan GUNAM đậm vị + Ly thuỷ tinh cao cấp,90000,90000,90000,TP. Hồ Chí Minh,372959333,0,99,951
50,0,https://cf.shopee.vn/file/f3f7f49c5d4274dc88c885d827f6c347,14328404533,1,LẴNG GIỎ QUÀ TẾT 2022 nhập khẩu giá rẻ,1090000,1090000,1090000,Hà Nội,48004471,0,5,198
51,0,https://cf.shopee.vn/file/166df4f5b55ba013b717591571ff7113,15928410580,0,LẴNG GIỎ QUÀ TẾT 2022,590000,590000,590000,Hà Nội,48004471,0,5,117
52,0,https://cf.shopee.vn/file/b4d568667515404ad1fa27310ca831fe,15730200327,0,Giỏ quà Tết Tấn Tài TNV6,225000,225000,225000,TP. Hồ Chí Minh,126384786,0,100,5
53,936,https://cf.shopee.vn/file/f853ff277bd6dfeb50b37fd94bd94996,13464875229,17,"Hộp Quà Tết Nhập Khẩu - Vali Da Đôi Kèm Mứt Tết Mix Set 6 Hũ Sang Trọng - Quà Tết Tặng Doanh Nghiệp , Biếu Người Thân",485000,485000,485000,Hà Nội,311815301,938,867,1001
54,0,https://cf.shopee.vn/file/51ddd32b4ba975af764617c808f360e4,14628108914,0,3F Giỏ quà Tết Thượng Hạng 03 (TP.HCM nhận hàng 1-2 ngày sau khi đặt),359000,359000,359000,TP. Hồ Chí Minh,494175951,0,300,28
55,0,https://cf.shopee.vn/file/e18c13739c3458d68088dd161deca437,11080085566,0,"Giỏ quà tết ( miễn phí ghi cap, logo theo yêu cầu )",530000,650000,530000,Hà Nội,81376574,0,36,83
56,0,https://cf.shopee.vn/file/4a8399af227f32a3be932c88ccf40f7a,12465295348,0,Giỏ quà tết,250000,250000,250000,Đồng Nai,169475700,0,9767,27
57,7,https://cf.shopee.vn/file/00c926d0f37b5898b59ba2ff1ab4ba9e,15020527760,5,"Hộp quà Tết Bình An Nonglamfood mix hoa quả sấy, hạt dinh dưỡng, trà và ngũ cốc cho gia đình, cơ quan.",565000,565000,565000,Hà Nội,521795071,7,493,301
58,10,https://cf.shopee.vn/file/6844753fa6720479ea2e3470c7b2a668,11578308807,0,Giỏ quà tết,165000,235000,165000,TP. Hồ Chí Minh,398274917,10,1490,579
59,0,https://cf.shopee.vn/file/8db58abebf56511a6ac40e6e1fefb043,14328978035,0,Giỏ quà tết 2022,600000,860000,600000,Hà Nội,625061226,0,90,36
60,58,https://cf.shopee.vn/file/cd2b8e8ab50fcf42eca816d5b9808085,7349248576,3,Túi Màng Co Gói Giỏ Quà Tết,49000,60000,49000,Hà Nội,54521677,53,199908,506
61,0,https://cf.shopee.vn/file/9e9f4751ccd1d8af6daba7087f770b93,14030207197,1,Giỏ Quà Tết 🧧 900k,900000,900000,900000,TP. Hồ Chí Minh,301107656,0,1000,64
62,0,https://cf.shopee.vn/file/e71d16cb0cb7d246d0f6623a52843aad,12465421884,0,Giỏ quà tết,280000,280000,280000,Hà Nội,19999969,0,50,21
63,15,https://cf.shopee.vn/file/acdd51da8b62fa118dbed523cc4d96f7,3107369167,33,"MÀNG CO GÓI GIỎ QUÀ TẾT, màng bọc để gói quà, giỏ quà, giỏ bông hoa, giỏ trái cây, MÀNG NILONG NHIỆT PVC, MÀNG CO PVC",100000,100000,100000,TP. Hồ Chí Minh,181584888,2,983,1242
64,0,https://cf.shopee.vn/file/93ac0c29bedd898e27e0e6b21eaf665d,12565314010,1,LẴNG GIỎ QUÀ TẾT 2022 nhập khẩu giá rẻ,1390000,1390000,1390000,Hà Nội,48004471,0,5,98
65,10,https://cf.shopee.vn/file/a32f743c6675412c17f37fbac11307db,1661057833,222,TRÀ VIỆT Hộp Quà Tết An Khang Giấy Gân Nổi Mỹ Thuật Cao Cấp,354000,885000,354000,TP. Hồ Chí Minh,81058642,1,329,207
66,99,https://cf.shopee.vn/file/835fc3d40ae50a21e428a5b4d9efa815,4177509894,9,giỏ quà Tết (giỏ số 2 nhỏ),14000,14000,14000,Bình Dương,37128825,43,895,656
67,111,https://cf.shopee.vn/file/1eecb2a3bf5b03d2c43c9f2d9cdab3a8,10874831460,19,"Giỏ nhựa màu Trắng, giỏ gói quà Tết đủ size",12500,12500,12500,Đồng Tháp,33122586,110,504,3405
68,76,https://cf.shopee.vn/file/f4fe395703357f7bd08f6cc3a79f3e49,6671002241,7,giỏ quà Tết (giỏ số 1 lớn),15000,15000,15000,Bình Dương,37128825,3,955,332
69,7,https://cf.shopee.vn/file/f90ff9c878005fb320f285e85bcfd4c9,13419660604,4,SET quà Tết AN NHIÊN Đông y gia truyền Thông Cát - Bộ quà TẾT NHÂM DẦN 2022_Xua tan muộn phiền tận hưởng năm mới bình an,149250,149250,149250,Hà Nội,2000080,6,998,780
70,2,https://cf.shopee.vn/file/4e1475de277161e7edc545f8d278fd9f,14604556483,5,Giỏ Lẵng Quà Tết đẹp mắt sang trọng 2022 GQ-10 Chất Liệu Gỗ,60000,60000,60000,Hà Nội,446999354,2,998,1117
71,37,https://cf.shopee.vn/file/608435b9097f43d5e25473483eb8e2f8,10477068867,6,"MÀNG CO BỌC GIỎ QUÀ TẾT, GIỎ HOA QUẢ, ĐA DẠNG KÍCH THƯỚC, HÀNG ĐẸP GIÁ SỈ",109000,349000,109000,Hà Nội,84755265,46,4940,1438
72,396,https://cf.shopee.vn/file/03e1feaad487c0b61c09e3a00723a2ca,1638595790,50,MÀNG CO GÓI GIỎ QUÀ TẾT,65000,95000,65000,TP. Hồ Chí Minh,29558342,16,347098,809
73,8,https://cf.shopee.vn/file/18e628f264de54e96cb77aaaa0d13987,1661057164,139,TRÀ VIỆT Hộp Quà Tết Thanh Xuân 5 Giấy Gân Nổi Mỹ Thuật Cao Cấp,235000,342000,235000,TP. Hồ Chí Minh,81058642,0,198,229
74,0,https://cf.shopee.vn/file/29f34eba974d43c634f749ee77e471b1,15529743039,0,giỏ quà Tết,1750000,1750000,1750000,TP. Hồ Chí Minh,30896544,0,50,49
75,111,https://cf.shopee.vn/file/7aeb3e72a1dd7eb9ca8ceb26792671f2,9008506146,26,giỏ quà Tết (khay quai cn viền nhỏ),23000,23000,23000,Bình Dương,37128825,76,853,2887
76,0,https://cf.shopee.vn/file/b4f6ccc8fff22aa63c93205923c4c331,15528288728,0,giỏ quà Tết,3750000,3750000,3750000,TP. Hồ Chí Minh,30896544,0,20,67
77,17,https://cf.shopee.vn/file/113a2e2d9c16ecd89016897a1af34677,10366700623,38,Hộp Mứt Tết Loại 1 CHOÉN Hộp Quà Biếu Tết 8 Hũ Mứt Hạt Trái Cây Sấy Lịch Sự Sang Trọng Hộp quà Tết 2022,200000,280000,200000,Hà Nội,31390018,7,30,1829
78,110,https://cf.shopee.vn/file/a215f405d3784552431c7e3c67273f78,7807816727,481,"Giỏ quà tết nhiều mẫu đẹp gía sỉ, giỏ quà tết mây tre",39000,149000,39000,TP. Hồ Chí Minh,47083,49,286,8324
79,0,https://cf.shopee.vn/file/820c9b95181bb3d4f79abb6515559ce1,13364264904,2,5 chiếc giỏ gói quà tết,65000,65000,65000,Vĩnh Long,115210600,0,500,261
80,0,https://cf.shopee.vn/file/013c6bf358a84ad2bb58db4a6ba5518b,9497738924,1,Giỏ quà Tết xinh xắn🐯🐯,224100,224100,224100,TP. Hồ Chí Minh,24107878,0,1,37
81,3,https://cf.shopee.vn/file/bbece774405dd5921ee03254515d4999,14624432017,8,"Hộp Quà Tết 2022 Xuân Phong Đắc Ý, Quà tặng Doanh nghiệp, Gia đình và Người thân Tết 3 món - Trạm ngọt Yumi",168000,168000,168000,Hà Nội,214080390,3,8674,764
82,6,https://cf.shopee.vn/file/84bfd00dac4ae0d3680cd438251969e7,8912392735,10,giỏ quà Tết (khay đặc trung) 16K,16000,16000,16000,Bình Dương,25902473,11,177,1807
83,0,https://cf.shopee.vn/file/bc3f6a1e1299256d49323a8ac3d58a22,11680671663,0,giỏ quà Tết,2050000,2050000,2050000,TP. Hồ Chí Minh,30896544,0,50,29
84,536,https://cf.shopee.vn/file/3c85794261dddc98e4cab40722f96429,9100315330,68,HỘP GIẤY ĐỰNG BÁNH KẸO QUÀ TẶNG LỄ TẾT ĐÁM CƯỚI PHONG CÁCH BẮC ÂU SANG TRỌNG HBK-0112,6500,6500,6500,TP. Hồ Chí Minh,54152282,91,91,1423
85,30,https://cf.shopee.vn/file/efcfba895a494217e60881494c5549bd,14001612053,4,"Set trà hoa ý nghĩa Tết 2022 - Bộ trà Cánh Hoa Mùa Xuân Thông Cát HCM - Trà hoa ngũ vị  đẹp, sang trọng",49500,247500,49500,TP. Hồ Chí Minh,25802714,34,990,364
86,86,https://cf.shopee.vn/file/67abb9fe9a16515540738200387b411d,9057601725,19,"Giỏ mắt cáo, Bamboo, đựng đồ đi chợ ,riệu, hoa quả, Làn bảo vệ môi trường, gói quà tết",29900,147000,29900,Hà Nội,33935910,0,2719,216
87,16,https://cf.shopee.vn/file/c7d5f20c0e66194ae3ee7791e5554d5a,11573773333,15,giỏ lẵng quà tết,199000,199000,199000,Hà Nội,349320833,14,1961,1146
88,52,https://cf.shopee.vn/file/3779d94f03721d7aae4899d12f4334f6,5774676799,31,"Giỏ tre, làn tre, giỏ quà tết",98000,98000,98000,TP. Hồ Chí Minh,224632143,3,117,249
89,0,https://cf.shopee.vn/file/352f54c30fa034399d32515f048ab966,14524046702,1,Quà tết Saffron Nhụy Hoa Nghệ Tây Jahan 0.5Gr date 11/2023,390000,390000,390000,Hà Nội,317428602,1,498,312
90,5,https://cf.shopee.vn/file/0c51379c79a9444ce9725ad34a5884b7,8158717883,5,TÚI Giấy kiếng gói quà dạng túi hoa văn - chấm bi - trong suốt bọc Giỏ Quà Tết Tân Sửu 2021 - Bao Bì Khả Anh,63000,136000,63000,TP. Hồ Chí Minh,16808020,3,13328,1070
91,640,https://cf.shopee.vn/file/57b0873636b42794a25d591bc4a7c224,5114159577,7,Nơ rút đại thắt giỏ quà tết 10 chiếc,12000,12000,12000,Hà Nội,65784592,104,4633,337
92,12,https://cf.shopee.vn/file/da31c1fdaaf23dd3e06dbac42938c8a7,3414045519,2,12 giỏ quà tết chỉ lấy giỏ,120000,120000,120000,TP. Hồ Chí Minh,74324045,4,5,313
93,2,https://cf.shopee.vn/file/3ea7ae11a4f5cba8f28af92488305738,12352204583,10,Hộp quà Tết An Khang (phiên bản giới hạn),189000,189000,189000,Hà Nội,200752454,4,295,4938
94,2,https://cf.shopee.vn/file/3d2c8017134e0676ec699c0e36a9ab26,14622460478,6,Giỏ quà Tết sang trọng đẳng cấp ý nghĩa tại hà Nội màu xanh đỏ vàng biếu tặng đổi tác và người thân,380000,1350000,380000,Hà Nội,67568060,2,1288,918
95,2,https://cf.shopee.vn/file/1d357a22055e808cd3b96a4d18222f44,15217221976,1,GIỎ QUÀ TẾT -  GIỎ MẮT CÁO,25000,122000,25000,Hà Nội,175888883,2,398,113
96,38,https://cf.shopee.vn/file/7dc3deb31256e351beca67c8272f4f40,3677579936,6,giỏ quà Tết (khay lưới lớn),16000,16000,16000,Bình Dương,37128825,38,920,633
97,0,https://cf.shopee.vn/file/16040ebb85ef9fb04df659a6c3793002,14823718446,0,Hộp Quà Tết Sokfarm 2022,760000,760000,760000,Hà Nội,93121972,0,20,39
98,0,https://cf.shopee.vn/file/450665538d338e8369faadee201cbfd1,13865087822,0,"SET QUÀ TẾT LEVISTA ""QUÝ"" CAO CẤP 2022",1161000,1161000,1161000,TP. Hồ Chí Minh,30180369,0,20,6
99,0,https://cf.shopee.vn/file/2001c9147f1444c0535a0345e9dfb334,10480057034,0,✒ↂ☏10 giỏ gói quà tết size trung,166000,166000,166000,Hải Phòng,502187053,0,998,11
100,4,https://cf.shopee.vn/file/d87ec7781fce88ac546acd6e8bc5d5e0,13239381129,4,"Nơ Gói Quà 🎀 NƠ Rút Gói Giỏ Quà Tết Mẫu Mới Nhất  2022 , Hàng Cao Cấp 🎋 Siêu Đẹp ( 1 GÓI 10 CHIẾC) 🛑 Bao Bì Khả Anh🛑",30000,129000,30000,TP. Hồ Chí Minh,16808020,3,9971,125
101,4,https://cf.shopee.vn/file/aeadd0894ef6780946e7ae0f0efb1abb,14720369716,20,"Bộ quà tặng Combo Đủ Đầy gồm 1Kg Hạt Mắc Ca Đăk Lăk, và 0.5kg Hạt Điều Rang Muối Xếp Hoa từ Nông sản GIỌT NẮNG",480000,480000,480000,TP. Hồ Chí Minh,307491301,4,196,1194
102,10,https://cf.shopee.vn/file/b6def8977b33ffd04a433efa545e5f91,3977613374,2,giỏ quà Tết (khay đặc lớn),21000,21000,21000,Bình Dương,37128825,0,988,53
103,213,https://cf.shopee.vn/file/025cb5d4ef0fe74d45d1d108658adaaa,4258807692,2393,[QUÀ TẾT 2022] Cặp Đồng Xu Hình Con Cọp (Hổ) Quà Phong Thủy Năm 2022,54900,112500,54900,TP. Hồ Chí Minh,161046798,11,1989,176
104,107,https://cf.shopee.vn/file/d6c57a14890f0e778477ba9a27577842,9708508123,13,giỏ quà Tết (khay lưới nhỏ),15000,15000,15000,Bình Dương,37128825,53,926,694
105,0,https://cf.shopee.vn/file/9d1b251ccc1ba33dd27a5e8ebd3dec4f,8297310532,5,Hộp quà tết Nguyên Vị Trà Việt - trà Ô long túi lọc vị đào GUNAM + Trà Ô long túi lọc vị gừng GUNAM+Ly thuỷ tinh cao cấp,84000,84000,84000,TP. Hồ Chí Minh,372959333,0,59,775
106,21,https://cf.shopee.vn/file/3a30d9d6d2e0f18d4335cf276335aa5c,4274523492,1,Màng co bọc giỏ quà tết 50 chiếc,290000,390000,290000,Hà Nội,289792325,2,1998,185
107,0,https://cf.shopee.vn/file/d0faa76f9314012512f3035f79568bda,11080672115,0,giỏ quà Tết,1920000,1920000,1920000,TP. Hồ Chí Minh,30896544,0,50,32
108,3,https://cf.shopee.vn/file/271b3ee474b33cbfa93989bf880b70a3,7878667788,1,giỏ quà Tết (khay quai cn viền nhỏ) 23K,23000,23000,23000,Bình Dương,25902473,3,987,222
109,315,https://cf.shopee.vn/file/035dbf125f8917d374bdedd3fcfbfcaf,2017656679,2096,Nước Yến Sào Salanest Chưng Đường Phèn Cao Cấp - Hộp Quà Biếu,149000,149000,149000,TP. Hồ Chí Minh,108457695,10,884,262
110,13,https://cf.shopee.vn/file/849a1d4602611936cd497702f3087d7a,13313784791,157,Tờ Hình Con Cọp Ấn Độ 10 - Quà Lưu Niệm Lì Xì Tết 2022,29750,29750,29750,TP. Hồ Chí Minh,3652287,8,487,121
111,9,https://cf.shopee.vn/file/177b0277d5ffa7a8830646ebedff6aa8,8856445212,19,"Giỏ Hộp Quà Tre Đan Mắt Cáo XƯỞNG MAYHOUSE, Sỉ Giá Tốt, Giá Rẻ T12, Giỏ Hộp Quà Đẹp, Giỏ Quà Tết",95000,95000,95000,TP. Hồ Chí Minh,299440028,4,46,553
112,130,https://cf.shopee.vn/file/bdbdffeea22bffdee26fd356758ad996,1707340773,7,MÀNG CO GÓI GIỎ QUÀ TẾT,75000,100000,75000,TP. Hồ Chí Minh,42838773,2,699493,127
113,46,https://cf.shopee.vn/file/278cffc945c561f38300b9fdfd2a46bb,4559439842,189,"HỘP QUÀ - HỘP TRÀ AHMAD TEA FOUR SEASONS 15 VỊ, 90 GÓI",75000,365000,75000,TP. Hồ Chí Minh,321663778,6,106,1354
114,23,https://cf.shopee.vn/file/ad57ab4ba260fcb3e183d4972d63a34a,7713824906,2,"MÀNG CO GIỎ QUÀ TẾT, GIỎ TRÁI CÂY CẮT SẴN ĐỦ SIZE 60x70cm; 70x70cm; 70x80cm; 70cmx90cm giá sỉ",95000,95000,95000,TP. Hồ Chí Minh,129439963,4,4975,71
